patent_abstract,patent_date,patent_number,patent_title
The invention is a pivot device for use with baseball training devices. The pivot device is removable and replaceable to allow it to be cleaned to maintain proper functioning of the pivot device and/or to be replaced when the pivot device is worn out.,2015-12-22,9216340,Removable and replaceable pivoting device and training apparatus for a baseball batter using the pivoting device
"A removable anterior sweatband assembly suited for use in a baseball-style cap or hat that has a circular headband includes a perspiration-absorbent pad suspended from a support member between the cap headband and the forehead so as to prevent the forehead from contacting the headband of the cap. The pad includes an absorbent material for holding perspiration to help prevent the perspiration from the forehead of the person wearing the cap from contacting the cap. In one form, a four-layer structure or assembly is provided including a stiff supporting sheet and depending therefrom a laminate of three layers including the perspiration-absorbing layer, e.g., a super-absorbent cloth layer, a backing layer and a porous perspiration transferring layer between the absorbent layer and the forehead and in contact with the absorbent layer. The backing layer can be a porous absorbent material such as cloth or can be plastic film and can serve as a barrier for preventing the perspiration from staining the headband of the cap.",1999-03-30,5887284,Removable anterior sweatband assembly for a cap or hat
"A device for housing an electronic device and which is removably secured to a hat such as a baseball hat. The device includes a front portion and two arm portions, with the electronic device preferably secured to the front portion and a speaker member disposed near the end of each arm portion. Speaker wires running from the speakers to the electronic device can be hidden by disposed the wires within the arm portions. As the device is removable it can be easily and quickly removed from securement to a first hat for use with another hat. No modifications, alterations or adjustments to the hat are required for securing the device from one hat to another.",2011-09-13,8019110,Removable hat attaching device for housing an electronic device
"A solution is provided to enhance motion detection and recognition of moving objects associated with various sports by intelligently embedding motion sensors into sport instruments such as tennis rackets, badminton rackets, baseball bats and golf clubs, that are swung in a three-dimensional (3D) space. The motion sensors embedded inside the sport instruments are securely locked and are detachable for replacement. A motion sensor inserted and locked inside a sport instrument is configured to detect motions associated with movements associated with the sport instrument. The motion parameters associated with the detected motion are collected through the embedded motion sensor and analyzed by a motion detection and recognition system. Based on the analysis of the motion parameters, various types of sports performance reports and performance improvement recommendations are generated for users of the sport instruments.",2017-02-28,9579541,Removable motion sensor embedded in a sport instrument
"A neck sunshade which can be readily installed or removed from a conventional baseball cap, having a fabric body to prevent ultraviolet rays from reaching the neck of the user and a stretchable elastic ringlet attached thereto for exterior mounting on the exterior surface of said baseball cap. The device is held firmly in place by the elastic ringlet which can contact the front visor of said baseball cap and fit snugly but comfortably around the remaining portion, holding the fabric shield in place over the back neck of the user.",1997-09-23,5669074,Removable neck sunshade for a cap
"A cushioning, sweat-absorbing, advertising sweatband which is easily attached and removed from an existing hat or headgear that has an exposed headband. The band is a piece of material that has a foam cushion inserted inside the material and sewn in such a way as to form three distinct rectangles which are wrapped around each other and mate together through hook and loop fasteners over the exposed headband of a hat, such as an adjustable baseball cap.",1995-07-04,5428844,"Removable, advertising, sweat-absorbing cushioning band for headgear"
None,2009-04-07,D590038,Resistance belt for fast-pitch softball pitching and baseball/softball hitting
A resistance device for a baseball bat including a cylindrical sleeve dimensioned for receiving a barrel of a baseball bat therein. The cylindrical sleeve has an open lower end for receiving the barrel therein. A chute portion is provided that is comprised of an essentially planar and flexible rectangular sheet. The sheet has a plurality of straps extending outwardly from opposing long side edges thereof for adjustable securement to the cylindrical sleeve.,1999-03-30,5888154,Resistance device for a baseball bat
"An exercise training device which includes a harness that is worn on the exterior of the foot or shoe of a user, and an elastic resistance cord that releasably attaches to the harness, such that the connection between the elastic resistance cord and harness is positioned at the heel of the user. The exercise training device is used to improve the strength and balance of a user. For example, use of the device improves the throwing motion of a baseball pitcher.",2015-06-16,9056218,Resistance training device and method of use
"A resistance weight kit which may be readily installed in a door frame. The resistance weight kit includes an extendable screw threaded support bar assembly (22) having rubber feet (28) at either end which may engage the sides of a door frame in an elevated position. Mounted on the support bar assembly are two radiallly outwardly extending eyes (52). A first pulley block (14) may be secured to one of the eyes (52) by a quick connector (60). A second pulley block (16) is provided and intermediate portions (74, 76) of a primary rope (18) engage the sheaves (58) of each of the pulley blocks. The ends of the rope are formed into eyes and one end (80) may be connected to the other radially outwardly extending eye (52) by another quick connector (60). A weight holder (12) is connected to an eye (56) on the second pulley block (16) by another quick connector (60). An engagement device is connected to the eye (78 ) on the other end of the rope by another quick connector (60). The engagement device may be a baseball (88) with an extension length of rope (86). Alternatively, it may be a cross bar (110) or ankle band (122). The kit may further include a platform (20) having a third pulley block (114) mounted thereon, another extension length of rope (116) passing through the pulley block and having eyes at either end, the platform mounted extension length of rope also being quickly connectable. The kit may be used for physical therapy and rehabilitation after injury or surgery, and also for physical training, such as for example in instructiong a baseball player in the proper overhand throwing technique.",1990-12-04,4974836,Resistance weight kit
"An anchor unit is described for releasably securing bases used in baseball, softball and the like at their appropriate position on a playing field. This unit is normally for permanent installation and yet permits periodic conditioning, e.g., dragging, of the surface of the field. The anchor is useful with any standard base, and that portion which engages the base retracts below the ground level when not in use. The anchor unit is comprised of an elongated hollow tubular body member having one of its ends closed by a cap. The cap is provided with a central aperture which receives a rod which extends into the body member and longitudinally along the longitudinal axis thereof, one end of the rod being in the interior of the body member while the other end of the rod extends outwardly of the body member adjacent the cap and forms a base strap engaging loop. A spacer disk is attached to the end of the rod interiorly of the body member. A helical spring is positioned within the body member, around the rod and between the cap and spacer disk such that the rod is biased inwardly of the body member. In use, the anchor unit is vertically placed slightly below the surface of the playing field with the loop end of the rod exposed for attachment of a base strap for anchoring a base to the anchor unit.",1977-11-29,4060244,Retractable anchors for game bases
"A baseball bat includes a tubular member having a slide rail, a tubular hitting portion sleeved on the tubular member, a handle inserted telescopically in the tubular member, and a locking unit having a first locking member provided on the handle and a second locking member disposed nonrotatably within the tubular member and slidable along the slide rail. The second locking member includes a main body having a tapering hole and an internal thread. The first locking member has an externally threaded tapering portion insertable into the tapering hole and engageable with the internal thread. The main body locks the handle against movement and permits the same to move relative to the tubular member when the externally threaded tapering portion is rotated threadedly in the tapering hole in an inward or outward direction.",2007-01-23,7166046,Retractable baseball bat
NULL,1998-05-05,D394093,Retractable tethered ball baseball practice device
"The retrieval device for tethered articles is a portable, compact device well suited for use by solo players practicing various aspects of sports. For example, the device may be used by a football kicker to retrieve a tethered ball after each kick, thereby saving the player considerable time in retrieval efforts and precluding the need for a second person to return the ball. The device may also be used by baseball or softball players for pitching, batting, and/or throwing practice, soccer players, etc. as desired. The device may also be used to retrieve articles other than sports balls. The device includes an electrically powered reel which allows the tether line to pay out with virtually no restriction when the electrical circuit is inactive, but which engages a retrieval reel when activated. Automatic and emergency stop switches are also provided. The device is preferably powered by one or more rechargeable batteries.",2008-10-14,7435193,Retrieval device for tethered articles
"A ball (100) having a foam core (110) with a channel recess (114) formed on its surface is enclosed by a cover assembly including a rubber channel assembly (120) in the shape of a spherical curve, such as a baseball curve, and fabric panels (132) that are fixed to the channel assembly. The channel assembly is configured to be inserted into the channel recess in the core. In an embodiment, a heat-activated adhesive substrate is disposed between the cover assembly and the core. In an embodiment, a launcher engages the channel assembly to aid in throwing the ball. In an embodiment, a removable insert (220) is insertable to be retained in the channel assembly.",2014-04-01,8683958,Reverse welt ball
"A baseball glove, usable by both right-handed and left-handed players, has two outer finger stalls, two intermediate finger stalls and a middle finger stall, at least the latter three stalls being integral with front and rear pieces of leather or similar sheet material held together by lacing which also links one of the outer stalls and the adjoining intermediate stall to an interposed web. The two outer stalls may be structurally identical, so as to receive either the thumb or the little finger of a player according to the latter's handedness, and may have downward extensions protectively overlying the player's palm. Alternatively, all five finger stalls may be integral with the two coextensive sheets to be selectively used as either the front or the back of the glove; the lacing in that case may be unitary but loose enough in places to allow flexing in one direction or the other, depending on which hand is inserted between one of these sheets and an intervening padding.",1980-10-14,4227263,Reversible baseball glove
"A baseball glove, usable by both right-handed and left-handed players, is formed from a symmetrical blank cut in one piece from a strip of leather or similar sheet material, or from a pair of such blanks, defining one or more single centrally positioned finger stalls flanked by a pair of wings either of which can be shaped into a combination thumb stall and web while the other accomodates the remaining finger or fingers. In one embodiment the web is connected by lacing with the central group, designed to receive the index finger; in another embodiment, six or seven stalls are shiftably interlinked by a single lace, with one or two stalls forming the web on being closely juxtaposed with an adjoining thumb stall. When the glove has front and rear sheets formed from separate blanks, their heel portions may be loosely held together by a wristband.",1982-12-28,4365352,Reversible baseball glove
NULL,1982-05-25,D264517,Reversible baseball glove
"A reversible chest protector includes internal padding configured to absorb impacts against both the front and rear-facing surfaces of the chest protector. The chest protector includes inner and outer layers of fabric that are molded to an internal foam core. The foam core may include outer layers of closed-cell foam molded to the fabric layers, and an internal layer of open-cell foam molded to the closed-cell foam layers, such that the padding layup is symmetrical. Other features and advantages will appear hereinafter.",2014-01-07,8621674,Reversible baseball or softball chest protector
"A reversible baseball or other glove useable by both right-handed and left-handed players includes a juxtaposed front and rear piece of flexible sheet material, each said piece provided with a middle finger stall, two intermediate finger stalls and two outer finger stalls, a palm portion, and a heel portion, said front piece having a first cutout therein, said first cutout extending upwardly in a curved configuration into and across said palm portion of said front piece from said heel portion of said front piece, said rear piece having a second cutout therein, said second cutout extending upwardly in a curved configuration into and across said palm portion of said rear piece from said heel portion of said rear piece; a web disposed between one of said outer finger stalls and the adjoining finger stall; lacing or welting means for peripherally interconnecting said front piece and said rear piece, wherein said lacing means joins said web to said front piece and said rear piece; a first geometrically shaped planar member of substantially identical shape to the shape of said first cutout of said front piece, said first geometrically shaped planar member being disposed within said first cutout of said front piece; a first means for movably interconnecting said first geometrically shaped member to said front piece; a second geometrically shaped planar member of substantially identical shape to the shape of said second cutout of said second cutout of said rear piece, said second geometrically shaped planar member being disposed within said second cutout of said rear piece; and second means for movably interconnecting said second geometrically shaped member to said rear piece.",1983-01-04,4366580,Reversible glove
NULL,1992-08-25,D328961,Rib guard for baseball player
"A ridge-embedded softball or a ridge-embedded baseball in the present invention consists a spherical core, two cover pieces enclosing the core, and two threads to stitch the two pieces together. The feature of ridge-embedded softball or baseball in the present invention is that each cover piece has a stuffing strip embedded near the peripheral distal edge to create the ridges of the softball or baseball. Because the stuffing strips are firmly clamped between an outer skin and an inner fabric layer of the two cover pieces and can not squirm, the ridges are particularly and precisely defined on the softball or baseball to make the softball or baseball easily controlled during play.",2006-02-14,6997830,Ridge-embedded softball and baseball using thermal pressed stuffing strips
The present invention and method is a training system for baseball and softball batters containing but not limited to a manually operated mobile batting tee and an illustrated board on which the tee is maneuvered. The operator is positioned at the opposite end of the board from home plate. The device is operated by placing a ball on the bristled head and using the adjustable handle to push the mobile tee to marked locations where the ball is then hit by the batter. After the ball is struck the operator pulls the tee back to it's original location where another ball is loaded and the cycle is repeated. Ball elevation is adjusted by releasing the tension device and moving the stem up or down. For young players the device with ball can be placed in front of home plate and pulled rearward to simulate a pitched ball.,2012-04-03,8147355,"Rocket tee, a baseball or softball hitters training system for the purpose of batting practice"
"A ball launching apparatus for batting practice having a ramp allowing an operator to propel a baseball or softball along the ramp such that it becomes airborne and may be batted by a batter. A plurality of the ramps may be connected together in a staggered fashion or used individually. Each of the ramps has two grooves, one within the other to accommodate a baseball or softball respectively.",2014-03-04,8663035,Rocket toss
Embodiments disclosed herein describe systems and methods for a baseball or softball (referred to hereinafter collectively and independently as “baseball”) hitting aid. The baseball hitting aid may be configured to teach a baseball player the correct swing technique and to generate centrifugal force to hit a baseball off a tee.,2016-07-12,9387382,Rope bat
"A baseball batting practice device includes a home plate having a center axle extending upright from the home plate, an elongate and radially extending bar having a first end defining a hole through which the center axle extends for the bar to be rotatable about the center axle on the home plate, a bi-directional ratchet mechanism including a toothed disc and a pawl member engageable with each other arranged between the home plate and the bar to allow for angular displacement of the bar with respect to the home plate and a stand mounted to the bar and extending upright therefrom to support a baseball on a top end thereof. The stand includes a slide movably received in a radially extending channel defined in the bar whereby the stand is linearly movable with respect to the center axle in a radial direction.",2005-12-27,6979273,Rotary baseball batting practice device
"A rotating grip comprising a non-slip outer surface and a high slip inner surface and which can be installed on the handle of a baseball bat to enhance the user thereof, is described. The grip can be covered by a conventional sleeve-type grip and has a novel notching means to hold the rotating grip in place. When used, the rotating grip enables the proper alignment of the hands to occur automatically and thus create a level and smooth swing. This swing will insure more direct hits on the baseball.",1991-07-30,5035428,Rotating grip for a baseball bat
"A collectable sports card sorter comprising various elements that when assembled form a rotating stadium with a novel game board upon which up to four innovative simulated sports games can be played, including but not limited to, baseball, basketball, football and soccer. Each of the sports games can be played at a level 1 or II, utilize 6-sided, 12-sided and 20-sided dice on which letter designations dictate plays or moves, and the rules for one sports are similarly applicable to the other sports as well. Players may play to win or lose sports trading cards, but the cards themselves are not required game pieces. The sorter can accomodate sports trading cards by individual team players, specific sports teams, divisions, or a combination of sports trading cards for a variety of sports. An add-on accessory feature of the sorter allows the unit to be utilized as a play house for young children, or hobby kit for sports fans of any age.",1998-10-13,5820127,Rotating trading card apparatus and gameboard
NULL,1999-11-23,D416747,Round baseball towel
"A durable, composite safety baseball or softball for practice or training purposes having a dual layer core comprised of an inner core of closed cell urethane and an outer core layer of relatively open cell urethane and covered with an outer cover of real or simulated leather which is softer than a conventional game ball and is thus less injurious to players and spectators. The ball is harder than prior practice balls and has payability characteristics substantially the same as conventional game balls when hit, thrown or caught.",1999-09-14,5951420,Safety ball
"A safety base for athletic events, particularly for the first base position of softball and baseball playing fields, includes a first portion of conventional size and shape for conventional placement in the infield at first base position, and an integral, extended, colorcoded portion for placement across and outside the base line, whereby an extended portion of the base is available to a player running toward first base, which the player may tag in order to be safe, and thus the danger of collision with another player attempting to tag the first player out at first base is substantially reduced, with a resultant reduction in the incidence of injury to either of the players.",1976-02-17,3938804,Safety base for athletic events
"A baseball includes a spherical core of foamable material and three layers of foamable material engaged on the spherical core and a cover layer engaged on the three layers. The intermediate layer of the three layers includes a hardness and a density greater than that of the other two layers and less than that of the spherical core, for allowing the other two layers to form a cushioning device and for preventing the players from being hurt by the baseball.",1998-01-06,5704858,Safety baseball
"A safety baseball base includes a base with a bottom recess and a bottom stem in the bottom recess, an anchor embedded in the ground in a baseball field, a positioning member inserted into the anchor, a flexible mounting plate affixed to the positioning member and having recessed holes on the top side, and a flexible coupling member fitted into the bottom recess around the bottom stem and affixed to the base and having a plurality of bottom locating blocks respectively engaged into the recessed holes of the flexible mounting plate to secure the base to the flexible mounting plate for allowing disconnection of the base from the flexible mounting plate upon an impact to avoid injuries when a player is sliding into the base.",2011-01-25,7874943,Safety baseball base
A safety hat for use by construction workers is disclosed. The safety hat is fabricated from a hard plastic type material or other equivalent impact resistant materials. The safety hat is in the general shape of existing baseball type caps. The safety hat has a hollow brim portion to receive the brim of the typical soft baseball cap and thereby secure the safety hat to the baseball cap so that the safety hat fits securely and comfortably on the user's head.,2014-07-15,8776273,Safety hat system
"Baseball bat or the like can be kept from being unintentionally thrown from batters hand by a restrainer that can be fitted around the wrist of a batter and has loops looping around adjacent portions of bat. Quick-release fastening means holds loops around the bat. The restrainer is made up of a wrist loop and a pair of elongated loops, each elongated loop having one of its ends attached transversely to the wrist loop and having its other end attached [to] by the quick-release fastener [being attached] to the wrist loop. When in operating condition, the wrist loop is attached to the wrist of a user, a bat is gripped by the hand wearing the wrist loop, the pair of loops are looped around the bat, one loop on one side of the hand and the other loop on the other side of the hand, and the quick-release fastener is fastened to the wrist loop to secure the bat in the hand until the wrist carrying the restrainer brushes the quick-release fastener against an object, such as a batter's body, to operate the quick-release for freeing the bat from the hand.",1976-05-18,3957267,Safety restrainer for bat
None,2010-08-17,D621592,Santa baseball cap
None,2017-02-21,D779171,Santa baseball cap
None,2008-08-05,D574268,Scoreboard design in the form of a baseball diamond
None,2009-02-03,D585772,Scoreboard in the form of a baseball
None,2009-03-03,D587602,Scoreboard in the form of a baseball bat
None,2009-09-08,D599685,Scoreboard in the form of a baseball bat
None,2009-02-03,D585773,Scoreboard in the form of a baseball diamond
"A screen baseball game apparatus without temporal and spatial limitations includes a pitching machine unit pitching a ball according to a pitch type selected by a defense, a batting detection unit detecting batting of a batter, a game management unit registering a user personal bank, periodically checking screen baseball devices, performing a simulation along the trajectory of a batted ball converted from received batting detection data, and outputting simulation information, a game photographing unit photographing batting of a batter, a screen displaying pitching, the simulation information, and the batting image, a screen driving unit receiving the batting image and the simulation information and reproducing them on the screen, a game server matching stores having available screen game devices, a database storing the periodic check data, an available game schedule, the batting image, and game information, and a device control unit receiving the control instruction for integral monitoring and controlling.",2017-03-28,9604114,Screen baseball game apparatus without temporal and spatial limitations
NULL,2001-07-10,D444618,Seamless baseball cap
A vibration damping baseball bat includes a barrel portion and a handle portion. The barrel portion and the handle portion are interconnected in an aligned and spaced-apart relation. The mechanism by which the barrel and handle portions are interconnected dampens vibrations created when a ball contacts the bat and provides limited pivotal movement of the barrel portion relative to the handle portion.,2007-04-10,7201679,"Sectional vibration damping, flexible bat"
"A self-adhesive wrap-on handle grip for elongated handles such as those used in various types of implements such as sports racquets, baseball bats, handle bars, and the like includes an elongated preferably resilient material strip having a leading edge and a trailing edge and defining an undersurface and an outer surface. An elongated adhesive strip is formed upon the outer surface of the material strip in a narrow band adjacent the leading edge portion thereof. A peel-off protective strip is removably secured to the adhesive strip to facilitate handling and storage. During the wrapping process, the handle grip is helically wrapped upon the handle portion of a sports racquet such that the trailing edge of each wrapping layer overlies and is aligned with the underlying adhesive strip of the previous layer. In one embodiment, a resilient center bead is supported at or near the center portion of the undersurface of the material strip to form a spiral raised rib within the handle grip when the handle grip is helically wrapped upon the equipment handle.",1994-11-15,5364677,Self-adhesive wrap-on grip for sports racquets and other equipment handles
"An automatic teeing apparatus for a ball. A ball, preferably a baseball or softball, is affixed to one end of an elastic cord such as, for example, a &#8220;bungee&#8221; cord. The opposing end of the elastic cord is affixed to a stable platform or base plate adapted to support the teeing apparatus on the ground. The length of the elastic cord between the ball and the base portion is coaxially housed within a hollow, substantially cylindrical flexible pedestal mounted in a vertically upright position on the base portion. In a preferred embodiment of the device, the pedestal, the height of which is telescopically adjustable, includes a coil spring having a lower end rigidly affixed to the base portion and an upper end in opposition thereto. A rigid cylindrical tubular member has a lower end, which is concentrically disposed within the upper end of the coil spring and is adjustably attached thereto to permit telescopic adjustment of the tubular member within the coil spring. The upper end of the tubular member extends upwardly from the upper end of the coil spring, and matingly engages the lower end of a sturdy, slightly flexible hose, which fits snugly over the upper end of the tubular member. The open upper end of the hose provides a seat for supporting and presenting a spherical ball. The elastic cord is coaxially disposed within the pedestal and provides an elastic restoring force sufficient to stabilize the ball within the seat before the ball is struck and return the ball to the seat after the ball is struck by a bat.",2002-06-04,6398671,Self-loading practice batting tee
"The self-sizing baseball cap with a two or more piece, one or more layer sweatband satisfies the long recognized need of providing a baseball cap that fits a range of head sizes comfortably without any wearer adjustable cap sizing devices. This sweatband is flexibly attached to the self-sizing baseball cap so that it can be in either the stowed or deployed position when wearing the cap. When deployed, it creates an expanded self-adjustable attachment area on the wearer's head and provides more shade and warmth to the wearer. The two or more piece, one or more layer sweatband can be made from one or more than one different material with some or all materials biaxially or uniaxially stretchable. Each piece of the sweatband can be a different color or the same color as the other sweatband pieces.",2002-02-19,6347410,Self-sizing baseball cap
"A wafer treating device utilizing a plasma generated by a gas discharge caused by electron cyclotron resonance (ECR) includes a wafer treating chamber and a plasma generating chamber, a microwave supply for supplying microwave energy to the plasma generating chamber, and an electromagnetic coil which surrounds the plasma generating chamber to produce a minimum B-field therein. A plasma generated in the plasma generating chamber by electron cyclotron resonance is confined stably therein by the minimum B-field produced by the coil. Thus, the density and stability of the plasma in the plasma generating chamber are enhanced. The plasma in the plasma generating chamber is conveyed to a wafer in the wafer treating chamber along the diverging lines of a magnetic force. Examples of the minimum B-field producing coil include Ioffe bars, a baseball coil and an Yin-yang coil.",1991-01-01,4982138,Semiconductor wafer treating device utilizing a plasma
"A sensing baseball game apparatus (10) has a game machine (12) connected to a television monitor (18). A bat input device (32) is provided with an acceleration sensor. An acceleration signal is transmitted by an infrared-ray LED (34) to an infrared-ray receiving part of the game machine (12) whereby the game machine (12) determines a moving speed of the bat input device (32) to calculate a moving parameter of a ball to be batted. Accordingly, a batted ball is moved in the game scene according to the parameter.",2010-11-23,7839382,Sensing ball game machine
"A sensing baseball game apparatus (10) has a game machine (12) connected to a television monitor (18). A bat input device (32) is provided with an acceleration sensor. An acceleration signal is transmitted by an infrared-ray LED (34) to an infrared-ray receiving part of the game machine (12) whereby the game machine (12) determines a moving speed of the bat input device (32) to calculate a moving parameter of a ball to be batted. Accordingly, a batted ball is moved in the game scene according to the parameter.",2011-11-01,8049758,Sensing ball game machine
"A sensing baseball game apparatus (10) has a game machine (12) connected to a television monitor (18). A bat input device (32) is provided with an acceleration sensor. An acceleration signal is transmitted by an infrared-ray LED (34) to an infrared-ray receiving part of the game machine (12) whereby the game machine (12) determines a moving speed of the bat input device (32) to calculate a moving parameter of a ball to be batted. Accordingly, a batted ball is moved in the game scene according to the parameter.",2013-07-09,8480490,Sensing ball game machine
"A sensing baseball game apparatus (10) has a game machine (12) connected to a television monitor (18). A bat input device (32) is provided with an acceleration sensor. An acceleration signal is transmitted by an infrared-ray LED (34) to an infrared-ray receiving part of the game machine (12) whereby the game machine (12) determines a moving speed of the bat input device (32) to calculate a moving parameter of a ball to be batted. Accordingly, a batted ball is moved in the game scene according to the parameter.",2015-05-19,9033782,Sensing ball game machine
"A sensing home plate, structurally assembled from a home plate main body, and a sensing device disposed therein. The sensing device is assembled from a power supply circuit, a signal transmitting circuit, a fine tuning circuit, a signal receiving circuit, and an acousto-optic circuit. The signal transmitting circuit transmits signals, and forms a sensing area on the upper side of the home plate main body. When a baseball passes through or contacts the sensing area causing interference therewith, then a signal is received by the signal receiving circuit, and the acousto-optic circuit emits sound and light as a means to indicate such. The present invention can thus be used in the sport of baseball to accurately determine whether or not the ball pitched by the pitcher is a strike (good pitch) or ball (bad pitch), thereby assisting the chief umpire in making decisions, and reducing judgmental errors.",2011-10-25,8043175,Sensing home plate
""" Apparatus including a video baseball-simulating game and a special bat containing a combination of electronic, mechanical, and optical components for providing infrared radiation or other energy (typically electrical) that is modulated when the player swings the bat and thus actuates a centrifugal switch therein. Receiving and decoding means receive the energy and, responsive thereto, provide digital signals to software in the video game to control an animated batter in the visual display therein. An alternative form of the apparatus functions similarly, except that radiation is emitted from, and received at, a """"home plate"""" on the floor and is modulated by the swinging of an ordinary bat to diffract a portion of the radiation in its path from emitter to receiver. """,1998-04-21,5741182,Sensing spatial movement
"A relatively low-cost sensor can accurately detect, identify and track rapidly moving objects such as missiles, rocket propelled grenades (RPGs), mortars, explosive-driven fragments, bullets, shells, sports projectiles (baseballs, golf balls, tennis balls, arrows, etc.), and other types of objects. Systems that would incorporate such a sensor include military devices such as Active Protection System (APS), warning sensor systems, counter-fire systems; commercial devices such as an accurate baseball strike zone monitor, tennis ball line monitors, and arrow speed and flight characteristics monitors. The optical sensing system detects, identifies and tracks rapidly moving objects. The system is designed to be low-cost, rugged, highly reliable, and have a low False Alarm Rate (FAR). The system can accurately record signals from rapidly moving targets and then process this information with sufficient time to send a firing signal or take other action as appropriate.",2010-03-23,7684020,Sensor system and method for detecting and identifying rapidly moving objects
"A server device communicates with terminal devices used by users and manages a baseball game. The server acquires messages which a first user has selected from a plurality of predetermined messages. The server then presents a corresponding message of the messages acquired to a second terminal device, which is operated by a second user, at corresponding times of predetermined times during a period when the users are playing the baseball game. The predetermined times include a game start time and a batting/fielding change time.",2007-02-13,7175530,"Server device for net game, net game management method, net game management program and recording medium which stores net game management program"
NULL,2001-08-07,D446274,Set of baseball bases
NULL,1994-11-29,D352956,Set of list for baseball card inventory
NULL,2003-12-16,D483819,Set of stackable baseball dolls
NULL,2004-04-27,D489100,Set of stackable baseball dolls
Sewing apparatus utilizes a conventional multi-head sewing machine for embroidering or stitching and includes a single rail pantograph with a double ended electric motor and ribbed drive end and support arm. A multi-purpose holding bracket allows the operator to quickly change from embroidering tubular goods such as sweatshirts to baseball caps or other circular type goods without tools by the use of an easily releasable hoop support boom. An embroidery hoop assembly provides ears which can be easily and securely positioned on the hoop support boom for secure holding thereto during high speed embroidering operations. The ribs on the drive end of the pantograph prevent warping of the end during the high speed operations.,1993-07-20,5228401,"Sewing machine and pantograph drive, bracket, boom, and hoop assembly"
A sewing machine table is presented having a first top section which is rigidly mounted to the table frame and a second section which abuts the first section in horizontal alignment when raised and which is rotatably affixed to the frame for movement away from said first top section. The sewing machine table can be used to sew flat goods with the first and second top sections in contiguous horizontal alignment. A pivotable mechanism allows the second top section to pivot away and downwardly from the first table top section for sewing more dimensioned goods such as baseball caps and the like.,1993-10-05,5249533,Sewing machine table
"A method and apparatus for sewing cover halves together around a baseball core or the like. The method includes the steps of advancing first and second needles in one direction over an edge of a first cover half and under and through an edge of an adjacent second cover half. The needles carry first and second double threads through the second cover half. The ball cover is then indexed forward and the first and second needles are advanced in an opposite direction over the edge of the second cover half and under and through the edge of the first cover half for carrying the first and second threads over the edge of the second cover half and through the edge of the first. Prior to the second step of advancing, the second thread is positioned between the first and second needles and above the first needle so that a regular herringbone stitch pattern between the first and second cover halves is achieved as the steps are sequentially repeated. The apparatus includes first and second needles and means for shuttling the needles in parallel, and abreast, back and forth over and under and through opposing cover halves. During every other shuttle motion a tab holds the second thread between the needles and raised the thread above the first needle so as to create a regular herringbone stitch pattern between the first and second cover halves.",1982-05-04,4327655,Sewing needle
NULL,1996-10-01,D374115,Shape preserver brace for a baseball cap
"A baseball cap having an internal shape retainer and support assembly affixed to the interior of the crown portion of the cap. The shape retainer and support assembly comprises a flexible body having a spine and several prongs or arms projecting outwardly from the spine. The arms are flexed and positioned between the inner surface of the crown and the sweatband or liner of the cap. The button of the cap is used to secure the shape retainer in place. The flexible nature of the shape retainer counteracts the tendency of the cap crown to droop or sag and helps to maintain the original shape of the cap. In addition, fasteners can be installed on the spine of the shape retainer so that small items can be attached thereto for carrying in the space between the cap and the head.",1999-03-23,5884335,Shape retainer for use in a baseball cap
"A fanciful shaped rosin and protective element for use in connection with the bow of a stringed instrument, wherein said fanciful shape is selected from one or more of the following shapes: heart, star, flower, plant, cross, letter, number, animal, football, soccer balls, baseball, basketball, human shape, shamrock, skull, Christmas tree, wreath, six pointed star, crucifix, planet, crescent moons, clef symbols, notes, rests, fermata, punctuation symbols, QWERTY keyboard symbols, percent symbol, ampersand, LOL, and a smiley face. The protective element preferably comprises a protective fabric attached to said rosin.",2015-09-29,9147380,Shaped rosin and protective fabric
"A shaping device has a bill-shaping wall with a bill locking portion at each of its first and second terminal ends. The bill of the cap fits into the shaping device such that the bill locking portions frictionally hold the bill against the bill-shaping wall, thereby shaping the bill into the shape of the bill-shaping wall. The bill-support wall preferably further includes indicia of team enthusiasm and loyalty and a transparent plastic card-holder for storing and displaying a baseball card.",1999-11-30,5991927,Shaping devices for bill of a cap
"A shock absorbent protective GLOVE (24) to be used as an underglove in conjunction with a baseball/softball mitt, which extends above the wrist and up the lower forearm. The hand section (22) of the GLOVE (24) contains thin quasi-liquid, shock absorbent, flexible material with shape memory properties covering the fingers, the base of the fingers and the palm or the metacarpal bones of the hand. The wrist section (18) of the GLOVE (24) contains shock absorbent material of closed cell and shape memory properties covering the carpal bones and thus the ulna nerve where it enters the hand at the wrist. The forearm section (12,14) of the GLOVE (24) contains at least one layer of shock absorbent material patterned to optimize flexibility and protection of the lower ulna and radius bones as well as the front surface of the lower forearm.",1996-09-24,5557803,Shock absorbent protective glove
"A shock absorbing baseball bat comprising an elongate main body with a rear entrance formed on a rear taper section thereof, an elongate tapering stem concentrically disposed within the main body with the front end thereof in proximity to the front end of the main body and the rear end thereof extending to the rear of the rear entrance, a handle secured to the rear portion of the stem, an elastic guard piece disposed circumferentially between the main body and the stem immediately forward of the handle, and an elastic end piece disposed circumferentially between the front end portion of the main body and the front end portion of the stem. Both the end piece and guard piece are made from a liquid casting compound molded directly within the bat, and serve to absorb concomitant shock and vibration created by the impact of a ball with the main body.",1993-06-15,5219164,Shock absorbing baseball bat
