patent_abstract,patent_date,patent_number,patent_title
"The apparatus of this invention includes a pilot-induced oscillation (PIO) detector, a PIO compensator and a pilot input modifier. The PIO detector is coupled to receive aircraft state signal including the aircraft's pitch, roll and yaw attitudes. The PIO detector is also coupled to receive pilot control signal generated by the aircraft's pilot by manipulation of flight control instruments. Preferably, the PIO detector includes a feature calculator and a discriminator. Based on the aircraft state signal and the pilot control signal, the feature calculator generates at least one feature signal indicative of whether a PIO or non-PIO condition exists in the aircraft. The feature calculator supplies the feature signal to the discriminator, that uses the feature signal to determine whether or not a PIO condition exists. The discriminator preferably uses a discrimination function determined by a neural network trained to discriminate PIO and non-PIO conditions, to generate the PIO indicator signal based on the feature signal(s). The discriminator generates the PIO indicator signal that indicates the likelihood of the existence of a PIO condition in the aircraft. The PIO indicator signal can be coupled to an audio and/or visual alarm to warn the pilot that the pilot's control actions are driving the PIO condition. The PIO compensator is coupled to receive the PIO indicator signal, and generates the compensation signal using the PIO indicator signal. The PIO compensator is coupled to output the PIO compensation signal to a pilot input modifier. In addition to the compensation signal, the pilot input modifier receives and modifies the pilot control signal, based on the compensation signal. The pilot input modifier can accomplish appropriate modification through gain attenuation or phase shift of the pilot control signal. The modified pilot control signal is used to control the aircraft's flight control actuators to eliminate the PIO condition. Accordingly, the invented apparatus prevents aircraft damage or pilot injury or death, that could otherwise result from a PIO condition. The invention also includes a related method.",1999-08-10,5935177,Pilot-induced oscillation detection and compensation apparatus and method
"In a first aspect, a pipelined hardware implementation of a neural network circuit includes an input stage, two or more processing stages and an output stage. Each processing stage includes one or more processing units. Each processing unit includes storage for weighted values, a plurality of multipliers for multiplying input values by weighted values, an adder for adding products outputted from product multipliers, a function circuit for applying a non-linear function to the sum outputted by the adder, and a register for storing the output of the function circuit.",2004-12-28,6836767,Pipelined hardware implementation of a neural network circuit
"A method of finding the optimal placement of circuit elements is disclosed in which the optimal position of each circuit element is determined from the results of arithmetic operations performed by a processor network where a plurality of processors are interconnected so as to form a neural network, and each processor takes in its own output and the outputs of all other processors to solve a problem.",1993-04-06,5200908,Placement optimizing method/apparatus and apparatus for designing semiconductor devices
"Non-invasive quantitative plain radiographic evaluation of bone in a bony locale of a body is performed by subjecting the bony locale to a broadband collimated x-ray beam having energy in the range of about 20 keV to 150 keV. Alongside the bony locale is a material phantom. An energy-selective multiple-film detector cassette containing at least two films is placed under the body and material phantom to receive the transmitted x-ray beam. The films in the cassette are developed and digitally scanned to produce sets of material phantom data and sets of bone data. The data sets are then processed with a feedforward neural network whereby to generate the indicated estimate of bone status, namely, bone-mineral density. In an alternative embodiment, an independent measurement is made of the total tissue thickness, and input to the neural network to achieve higher accuracy and precision.",2000-05-16,6064716,Plain x-ray bone densitometry apparatus and method
"A plant malfunction diagnostic method is characterized by determining by simulation a change in a plant state variable, forming a pattern among plant state variables obtained by autoregressive analysis of the change in plant state variable, inserting the formed pattern among the plant state variables in a neural network, performing learning until a preset precision is obtained, and identifying the cause of the malfunction by inserting, in the neural network, a pattern which indicates the pattern among plant state variables formed by data gathered from the plant. This makes possible early identification of the cause of a malfunction. Plant rate of operation and safety are improved by allowing the operator to perform the appropriate recovery operation with a sufficient time margin.",1991-06-11,5023045,Plant malfunction diagnostic method
"When amounts of operation control variables and/or operation state evaluation variables of a plant are calculated through a multilayered neural network based on data indicating a plant state, and the calculated results are indicated to an operator, a plant operation support system has functions to analyze an internal causality between neurons in the neural network, and display quantitative guidance by association in the neural network and also the analyzed result of the internal causality between the neurons as an association reason.",1996-12-03,5581459,Plant operation support system
A method for managing synapse plasticity in a neural network includes converting a first set of synapses from a plastic synapse type to a fixed synapse type. The method may also include converting a second set of synapses from the fixed synapse type to the plastic synapse type.,2017-01-10,9542645,Plastic synapse management
"A plausible neural network (PLANN) is an artificial neural network with weight connection given by mutual information, which has the capability of inference and learning, and yet retains many characteristics of a biological neural network. The learning algorithm is based on statistical estimation, which is faster than the gradient decent approach currently used. The network after training becomes a fuzzy/belief network; the inference and weight are exchangeable, and as a result, knowledge extraction becomes simple. PLANN performs associative memory, supervised, semi-supervised, unsupervised learning and function/relation approximation in a single network architecture. This network architecture can easily be implemented by analog VLSI circuit design.",2007-10-23,7287014,Plausible neural network with supervised and unsupervised cluster analysis
"A neural network structure includes input units for receiving input data, and a plurality of neural networks connected in parallel and connected to the input units. The plurality of neural networks learn in turn correspondence between the input data and teacher data so that the difference between the input data and the teacher becomes small. The neural network structure further includes output units connected to the plurality of neural networks, for outputting a result of learning on the basis of the results of learning in the plurality of neural networks.",1992-03-10,5095443,Plural neural network system having a successive approximation learning method
"A face detection system and process capable of detecting a person depicted in an input image and identifying their face pose. Prepared training images are used to train a 2-stage classifier which includes a bank of Support Vector Machines (SVMs) as an initial pre-classifier layer, and a neural network forming a subsequent decision classifier layer. Once the SVMs and the neural network are trained, input image regions are prepared and input into the system. An output is produced from the neural network which indicates first whether the region under consideration depicts a face, and secondly, if a face is present, into what pose range the pose of the face falls.",2003-12-30,6671391,Pose-adaptive face detection system and process
"Technology is disclosed for inferring human attributes from images of people. The attributes can include, for example, gender, age, hair, and/or clothing. The technology uses part-based models, e.g., Poselets, to locate multiple normalized part patches from an image. The normalized part patches are provided into trained convolutional neural networks to generate feature data. Each convolution neural network applies multiple stages of convolution operations to one part patch to generate a set of fully connected feature data. The feature data for all part patches are concatenated and then provided into multiple trained classifiers (e.g., linear support vector machines) to predict attributes of the image.",2016-07-26,9400925,Pose-aligned networks for deep attribute modeling
"A face recognition system and process for identifying a person depicted in an input image and their face pose. This system and process entails locating and extracting face regions belonging to known people from a set of model images, and determining the face pose for each of the face regions extracted. All the extracted face regions are preprocessed by normalizing, cropping, categorizing and finally abstracting them. More specifically, the images are normalized and cropped to show only a person's face, categorized according to the face pose of the depicted person's face by assigning them to one of a series of face pose ranges, and abstracted preferably via an eigenface approach. The preprocessed face images are preferably used to train a neural network ensemble having a first stage made up of a bank of face recognition neural networks each of which is dedicated to a particular pose range, and a second stage constituting a single fusing neural network that is used to combine the outputs from each of the first stage neural networks. Once trained, the input of a face region which has been extracted from an input image and preprocessed (i.e., normalized, cropped and abstracted) will cause just one of the output units of the fusing portion of the neural network ensemble to become active. The active output unit indicates either the identify of the person whose face was extracted from the input image and the associated face pose, or that the identity of the person is unknown to the system.",2005-09-13,6944319,Pose-invariant face recognition system and process
"A face recognition system and process for identifying a person depicted in an input image and their face pose. This system and process entails locating and extracting face regions belonging to known people from a set of model images, and determining the face pose for each of the face regions extracted. All the extracted face regions are preprocessed by normalizing, cropping, categorizing and finally abstracting them. More specifically, the images are normalized and cropped to show only a persons face, categorized according to the face pose of the depicted person's face by assigning them to one of a series of face pose ranges, and abstracted preferably via an eigenface approach. The preprocessed face images are preferably used to train a neural network ensemble having a first stage made up of a bank of face recognition neural networks each of which is dedicated to a particular pose range, and a second stage constituting a single fusing neural network that is used to combine the outputs from each of the first stage neural networks. Once trained, the input of a face region which has been extracted from an input image and preprocessed (i.e., normalized, cropped and abstracted) will cause just one of the output units of the fusing portion of the neural network ensemble to become active. The active output unit indicates either the identify of the person whose face was extracted from the input image and the associated face pose, or that the identity of the person is unknown to the system.",2006-10-24,7127087,Pose-invariant face recognition system and process
"A face recognition system and process for identifying a person depicted in an input image and their face pose. This system and process entails locating and extracting face regions belonging to known people from a set of model images, and determining the face pose for each of the face regions extracted. All the extracted face regions are preprocessed by normalizing, cropping, categorizing and finally abstracting them. More specifically, the images are normalized and cropped to show only a persons face, categorized according to the face pose of the depicted person's face by assigning them to one of a series of face pose ranges, and abstracted preferably via an eigenface approach. The preprocessed face images are preferably used to train a neural network ensemble having a first stage made up of a bank of face recognition neural networks each of which is dedicated to a particular pose range, and a second stage constituting a single fusing neural network that is used to combine the outputs from each of the first stage neural networks. Once trained, the input of a face region which has been extracted from an input image and preprocessed (i.e., normalized, cropped and abstracted) will cause just one of the output units of the fusing portion of the neural network ensemble to become active. The active output unit indicates either the identify of the person whose face was extracted from the input image and the associated face pose, or that the identity of the person is unknown to the system.",2006-11-28,7142697,Pose-invariant face recognition system and process
"Disclosed are a system and method for determining the pose (translation, rotation, and scale), or position and orientation, of a model object that best matches a target object located in image data. Through an iterative process small adjustments are made to the original position and orientation of the model object until it converges to a state that best matches the target object contained in the image data. Edge data representative of edges of the target object and edge data representative of the model object are processed for each data point in the model object relative to each point in the target object to produce a set of minimum distance vectors between the model object and the target object. A neural network estimates translation, rotation, and scaling adjustments that are to be made to the model object. Pose of the model object is adjusted relative to the target object based upon the estimated translation, rotation, and scaling adjustments provided by the neural network. Iterative calculation of the minimum distance vectors, estimation of the translation, rotation, and scaling adjustments, and adjustment of the position and orientation of the model object is adapted to reposition the model object until it substantially overlays the target object. Final position of the model object provides an estimate of the position and orientation of the target object in the digitized image.",1995-10-17,5459636,Position and orientation estimation neural network system and method
"The position calculation of prior art position sensitive detector systems relies on a known geometry pattern of individual electrodes and the distribution of the charge parts. A heuristic estimation is made in order to calculate an initial coordinate of irradiation. In contrast, the present invention allows one to calculate the position of an incident particle in terms of direct mapping of the measured detector response into position coordinates detector surface. The device for estimating the space coordinates of an irradiation position onto a detector comprises a position sensitive detector; an irradiation source; means for measuring the response of detector generated upon irradiation by irradiation source; and an artificial neural network structure provided such that the measured detector response is the input to the artificial neural network structure and the initial space coordinates of irradiation are the output of the artificial neural network structure.",2013-09-10,8533137,Position resolved measurement apparatus and a method for acquiring space coordinates of a quantum beam incident thereon
"In a positional detector device for a license plate of a motor vehicle, a camera is provided to photograph a front and rear portion of a motor vehicle so as to produce an image signal. An A/D converter converts the image signal into a digital image. A positional detector detects a position of a lisence plate of a motor vehicle based on the digital image. A cut-off treatment device cuts off a specified region from an original image photographed by the camera while scanning the original image when the motor vehicle approaches the camera member within a predetermined distance. An edge refining treatment device emphasizes a contour of a pattern represented by the specified region cut off from the original image. A contraction treatment device contracts an image size of the specified region which was treated with the edge refining treatment device. A calculation treatment device feeds the contracted pattern to a learned neural network so as to calculate an output value for a positional detection neural network. A coordinate transformation device transforms the output value of the positional detection neural network to such a scale as to meet the original image. An addition treatment device adds data at specified points which were multiplied by Gaussian window so as to obtain a projective addition value after carrying out the coordinate transformation. A distinction treatment device recognizes a position of the license plate based on a maximum value on which the projective addition value falls.",2001-08-28,6281928,Positional detector device for a vehicular license plate
"A potential estimation apparatus estimates a potential of a photosensitive body of an image forming apparatus that carries out an electro-photography process using the photosensitive body. The potential estimation apparatus includes a sensor group for sensing and outputting data related to information which affects the electro-photography process, a storage unit for at least storing the data output from the sensor group and information related to charge of the photosensitive body, and an estimation circuit including a neural network for estimating a charged portion potential of the photosensitive body based on a charge retentivity of the photosensitive body learned by the neural network. The neural network in a learning mode receives at least one of the data output from the sensor group and time-sequentially sampled, and parameters which affect the charge retentivity of the photosensitive body as an input, and receives as a teaching value a charged portion potential which is obtained in advance with respect to at least an amount of charge and the charge retentivity of the photosensitive body.",1999-11-09,5982403,Potential estimating apparatus using a plurality of neural networks for carrying out an electrographic process
"A potential estimation apparatus estimates a potential of a photosensitive body of an image forming apparatus that carries out an electro-photography process using the photosensitive body. The potential estimation apparatus includes a sensor group for sensing and outputting data related to information which affects the electro-photography process, a storage unit for at least storing the data output from the sensor group and information related to charge of the photosensitive body, and an estimation circuit including a neural network for estimating a charged portion potential of the photosensitive body based on a charge retentivity of the photosensitive body learned by the neural network. The neural network in a learning mode receives at least one of the data output from the sensor group and time-sequentially sampled, and parameters which affect the charge retentivity of the photosensitive body as an input, and receives as a teaching value a charged portion potential which is obtained in advance with respect to at least an amount of charge and the charge retentivity of the photosensitive body.",1997-12-16,5699096,Potential estimating apparatus using a plurality of neural networks for carrying out an electrophotographic process
"An electronic device includes a kernel, a power manager to control power to a hardware component, and a neural network to monitor the kernel to recognize performance of a function of the electronic device. The neural network sends a signal to the power manager to reduce or turn off power to the hardware component based on information generated during monitoring of the kernel. The information may provide an indication of hit symbols for hardware components which are to be powered and/or hardware components which do not require power based on one or more operations performed by the kernel.",2012-12-18,8335935,Power management based on automatic workload detection
"Stimulation signals (22) are applied to a first circuit model (20) and the power behaviour of the circuit being modelled is determined from the behaviour of the first circuit model (20). In parallel, the same stimulation signals (22) are applied to a second circuit model (26) and the state variable changes within that second circuit model are calculated. The calculated power behaviour and the calculated state variable changes are then applied as training data inputs to a self learning power model, such as a neural network (28), which learns the relationship between state variable changes between the second model (26) and power behaviour of the circuit being simulated. In this way, a detailed first circuit model (20) may be used to calculate power behaviour and to train a separate power model (28, 30) which once trained can be publicly released without having to release sensitive information within the first circuit model (20).",2009-02-10,7490030,Power modelling of a circuit
"A gas concentration estimation device of a coal-burning boiler adapted to estimate the concentration of the gas component included in an exhaust gas emitted from a coal-burning boiler using a neural network, including: a process database section adapted to store process data of a coal-burning boiler; a filtering processing section adapted to perform filtering processing for extracting data suitable for learning of a neural network from the process data stored in the process database section; a neural-network learning processing section adapted to perform learning processing of the neural network based on the data extracted by the filtering processing section and suitable for learning of the neural network; and a neural-network estimation processing section adapted to perform estimation processing of the CO concentration or the NOx concentration in the exhaust gas emitted from the coal-burning boiler based on the learning processing of the neural-network learning processing section.",2013-10-08,8554706,"Power plant control device which uses a model, a learning signal, a correction signal, and a manipulation signal"
"Technical solutions are described for forming a semiconductor device for a crosspoint array that implements a pre-programmed neural network. An example method includes sequentially depositing a semiconducting layer, a top insulating layer, and a shunting layer onto a base insulating layer. The method further includes etching selective portions of the top insulating layer corresponding to resistance values associated with weights of the crossbar that implements the neural network.",2017-05-23,9659249,Pre-programmed resistive cross-point array for neural network
"A pre-training apparatus and method for recognition speech, which initialize, by layers, a deep neural network to correct a node connection weight. The pre-training apparatus for speech recognition includes an input unit configured to receive speech data, a model generation unit configured to initialize a connection weight of a deep neural network, based on the speech data, and an output unit configured to output information about the connection weight. In order for a state of a phoneme unit corresponding to the speech data to be output, the model generation unit trains the connection weight by piling a plurality of hidden layers according to a determined structure of the deep neural network, applies an output layer to a certain layer between the plurality of hidden layers to correct the trained connection weight in each of the plurality of hidden layers, thereby initializing the connection weight.",2018-01-23,9875737,Pre-training apparatus and method for speech recognition
"First order predicate logics are provided, extended with a bilattice based uncertainty handling formalism, as a means of formally encoding pattern grammars, to parse a set of image features, and detect the presence of different patterns of interest implemented on a processor. Information from different sources and uncertainties from detections, are integrated within the bilattice framework. Automated logical rule weight learning in the computer vision domain applies a rule weight optimization method which casts the instantiated inference tree as a knowledge-based neural network, to converge upon a set of rule weights that give optimal performance within the bilattice framework. Applications are in (a) detecting the presence of humans under partial occlusions and (b) detecting large complex man made structures in satellite imagery (c) detection of spatio-temporal human and vehicular activities in video and (c) parsing of Graphical User Interfaces.",2013-10-01,8548231,Predicate logic based image grammars for complex visual pattern recognition
"An instruction cache having a pattern detector for use in predicting the length of variable length instructions in a microprocessor. The instruction cache comprises an instruction length calculation unit and the pattern detector. The pattern detector is configured with a content addressable memory and update logic. The content addressable memory stores fetch addresses and instruction lengths calculated by the calculation unit. The content addressable memory compares particular fetch addresses that it receives with fetch addresses already stored and outputs corresponding predicted instruction length sequences. The content addressable memory may receive, compare, and store instruction lengths or instruction bytes in addition to, or in lieu of, fetch addresses. A neural network or other type of memory configuration may be used in place of the content addressable memory.",2000-09-26,6125441,Predicting a sequence of variable instruction lengths from previously identified length pattern indexed by an instruction fetch address
"A method of predicting survivability of a patient. The method includes storing in an electronic database patient health data comprising a plurality of sets of data, each set having a first parameter relating to heart rate variability data including at least one of ST segment elevation and depression, a second parameter relating to vital sign data, and a third parameter relating to patient survivability; providing a network of nodes interconnected to form an artificial neural network, the nodes comprising a plurality of neurons, each having at least one input with an associated weight; and training the neural network using the patient health data such that the associated weight of the at least one input of each neuron is adjusted in response to respective first, second and third parameters of different sets of data from the patient health data, such that the neural network is trained to produce a prediction on the survivability of a patient within the next 72 hours.",2016-03-29,9295429,Predicting acute cardiopulmonary events and survivability of a patient
"An apparatus for predicting cylinder pressure for on-vehicle control of an internal combustion engine includes a piston sensor, a cylinder pressure sensor, and a controller. The piston sensor is coupled to a piston located in the engine. The piston sensor detects the piston position and generates a piston position signal. The cylinder pressure sensor is coupled to a cylinder located in the engine. The cylinder pressure sensor detects the cylinder pressure and generates a cylinder pressure signal. The controller receives both the piston position signal and the cylinder pressure signal. A neural network, located in the controller, uses this data to predict an undesirable cylinder pressure during a future combustion event. The controller then modifies the future combustion event in response to the predicted undesirable cylinder pressure.",2001-08-07,6272426,Predicting cylinder pressure for on-vehicle control
"A method of investigating public mood from a multi-dimensional model approach and a method to predict economic market trends above chance level based on the multi-dimensional model approach are provided. The text-content of several large-scale collections of daily network communications are analyzed via mood assessment tools, measuring various mood dimensions. A Granger Causality analysis investigated the correlation between daily changes in public mood states via results of the daily mood time series of the mood assessment tools with changes in value of the Dow Jones Industrial Average (“DJIA”) over time. Based on the above investigation, a Self-Organizing Fuzzy Neural Network model was trained to predict next-day DJIA value based on a combination of past DJIA values and public mood state measurements across several specified mood dimensions, such as calm and a combination of calm and happy.",2013-02-19,8380607,Predicting economic trends via network communication mood tracking
"Apparatus and methods to perform downhole fluid analysis using an artificial neural network are disclosed. A disclosed example method involves obtaining a first formation fluid property value of a formation fluid sample from a downhole fluid analysis process. The first formation fluid property value is provided to an artificial neural network, and a second formation fluid property value of the formation fluid sample is generated by means of the artificial neural network.",2011-06-21,7966273,Predicting formation fluid property through downhole fluid analysis using artificial neural network
"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for predicting likelihoods of conditions being satisfied using recurrent neural networks. One of the systems is configured to process a temporal sequence comprising a respective input at each of a plurality of time steps and comprises: one or more recurrent neural network layers; one or more logistic regression nodes, wherein each of the logistic regression nodes corresponds to a respective condition from a predetermined set of conditions, and wherein each of the logistic regression nodes is configured to, for each of the plurality of time steps: receive the network internal state for the time step; and process the network internal state for the time step in accordance with current values of a set of parameters of the logistic regression node to generate a future condition score for the corresponding condition for the time step.",2016-05-10,9336482,Predicting likelihoods of conditions being satisfied using recurrent neural networks
"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for predicting likelihoods of conditions being satisfied using recurrent neural networks. One of the systems is configured to process a temporal sequence comprising a respective input at each of a plurality of time steps and comprises: one or more recurrent neural network layers; one or more logistic regression nodes, wherein each of the logistic regression nodes corresponds to a respective condition from a predetermined set of conditions, and wherein each of the logistic regression nodes is configured to, for each of the plurality of time steps: receive the network internal state for the time step; and process the network internal state for the time step in accordance with current values of a set of parameters of the logistic regression node to generate a future condition score for the corresponding condition for the time step.",2017-05-09,9646244,Predicting likelihoods of conditions being satisfied using recurrent neural networks
"Apparatus and method for assessing odors, comprises an electronic nose, to be applied to an odor and to output a structure identifying the odor; a neural network which maps an extracted structure to a first location on a pre-learned axis of odor pleasantness; and an output for outputting an assessment of an applied odor based on said first location. The assessment may be a prediction of how pleasant a user will consider the odor.",2014-11-04,8880448,Predicting odor pleasantness with an electronic nose
"Apparatus and method for assessing odors, comprises an electronic nose, to be applied to an odor and to output a structure identifying the odor; a neural network which maps an extracted structure to a first location on a pre-learned axis of odor pleasantness; and an output for outputting an assessment of an applied odor based on said first location. The assessment may be a prediction of how pleasant a user will consider the odor.",2015-11-03,9176104,Predicting odor pleasantness with an electronic nose
"Systems and methods for estimating properties of fluid samples pumped from a formation through a well are described. Based upon input properties, an artificial neural network (ANN) may predict a plurality of data points, and each data point may correspond to a predicted time sample of the property of the fluid sample. Properties predicted by the ANN include sample quality or pumping pressure differential.",2004-09-28,6799117,Predicting sample quality real time
"A predicting system configured to predict an inflow volume of rainwater includes a rainfall volume measuring unit for measuring a rainfall volume that has fallen by a present time, a rainfall volume predicting unit for predicting a rainfall volume in a future, and an inflow-volume measuring unit for measuring an inflow volume of rainwater that has flown into an objective facility by the present time. The system also includes a model identification unit, which has a non-linear model having a Neural-Network model for calculating an inflow volume of rainwater from a rainfall volume, and which has a parameter determining part for determining a degree and coefficient parameters of the non-linear model, based on the rainfall volume that has fallen by the present time measured by the rainfall volume measuring unit and the inflow volume of rainwater that has flown into the objective facility by the present time measured by the inflow-volume measuring unit. An inflow-volume predicting unit is adapted to predict an inflow volume of rainwater flowing into the objective facility in the future, based on the rainfall volume in the future predicted by the rainfall volume predicting unit, according to the non-linear model determined by the model identification unit. Thus, the inflow volume of rainwater flowing into the objective facility can be predicted more accurately even if there is a non-linear relationship between the rainfall volume and the inflow volume of rainwater.",2002-11-05,6474153,Predicting system and predicting method configured to predict inflow volume of rainwater
"This disclosure generally describes methods and systems, including computer-implemented methods, computer-program products, and computer systems, for predicting well markers. One computer-implemented method includes separating neural-network (NN)-predicted facies output associated with a plurality of wells into two sets, a first set of NN-predicted facies output of training wells and a second set of NN-predicted facies output of target wells, calculating, for each training well of the plurality of wells, a sameness score between zones of NN-predicted facies output and human-identified lithostratigraphic units (finer zones), calculating a mean sameness score for the finer zones for all training wells, identifying finer zones with a mean sameness score greater than a threshold value as dominant facies zones, and iterating over each target well to calculate a top and depth position of each dominant facies zone determined based upon the NN-predicted facies output of the target well.",2016-11-22,9501740,Predicting well markers from artificial neural-network-predicted lithostratigraphic facies
"A method of building a set of experimental prediction model that requires fewer experimental frequency, shorter prediction time and higher prediction accuracy by using the advantages of combining the experimental data of Taguchi method and neural network learning is disclosed. The error between the experimentally measured result of photolithography and the simulated result of the theoretical model of near field photolithography is set as an objective function of an inverse method for back calculating fiber probe aperture size, which is adopted in the following Taguchi experiment. The analytical result of Taguchi neural network model of the present invention proves that the Taguchi neural network model can provide more accurate prediction result than the conventional Taguchi network model, and at the same time, improve the demerit of requiring massive training examples of the conventional neural network.",2010-06-29,7747419,Prediction method of near field photolithography line fabrication using by the combination of taguchi method and neural network
"A method for screening individuals at risk for prostate cancer progression is disclosed. The method is useful for evaluating cells from patients at risk for recurrence of prostate cancer following surgery for prostate cancer. Specifically, the method uses specific Markovian nuclear texture factors, alone or in combination with other biomarkers, to determine whether the cancer will progress or lose organ confinement. In addition, methods of predicting the development of fatal metastatic disease by statistical analysis of selected biomarkers is also disclosed. The invention also contemplates a method that uses a neural network to analyze and interpret cell morphology data. Utilizing Markovian factors and other biomarkers as parameters, the network is first trained with a sets of cell data from known progressors and known non-progressors. The trained network is then used to predict prostate cancer progression in patient samples.",2000-02-15,6025128,Prediction of prostate cancer progression by analysis of selected predictive parameters
"A general neural network based method and system for identifying peptide binding motifs from limited experimental data. In particular, an artificial neural network (ANN) is trained with peptides with known sequence and function (i.e., binding strength) identified from a phage display library. The ANN is then challenged with unknown peptides, and predicts relative binding motifs. Analysis of the unknown peptides validate the predictive capability of the ANN.",1999-08-03,5933819,Prediction of relative binding motifs of biologically active peptides and peptide mimetics
"This invention relates to a predictive control method and apparatus for controlling a nonlinearly controlled object, such as a manipulator. The method and apparatus can control an object having unknown dynamic characteristics and can compensate for disturbances. A multi-layered neural network is provided as an identification model for the object to the controlled. A controlled variable signal received from the object and a manipulated variable signal for controlling the object are fed into the neural network to predict a future value of the controlled variable signal using forward calculation. The predicted future value is compared with a desired control variable value to produce an error value. The error value is input to the neural network to compute a correction value for the manipulated variable signal using back-propagation. The correction value is used to modify the manipulated variable signal value to thereby control the object.",1995-06-27,5428559,Predictive control method and apparatus
"A system for controlling the output of a rolling mill. An intelligent control system is part of a control loop between the mill and a PID controller. The control loop does not rely on the output of an exit gauge sensor in normal operation. The intelligent control system can be an artificial neural network or a parallel cascade network, and has an output node for generating an output signal that is predictive of the exit gauge at a future time. A comparator coupled to the artificial neural network output signal and to a reference signal derives an error signal which is fed to the PID controller for modulating the metal thickness.",1996-12-17,5586221,Predictive control of rolling mills using neural network gauge estimation
"A preemptive neural network database load balancer configured to observe, learn and predict the resource utilization that given incoming tasks utilize. Allows for efficient execution and use of system resources. Preemptively assigns incoming tasks to particular servers based on predicted CPU, memory, disk and network utilization for the incoming tasks. Direct write-based tasks to a master server and utilizes slave servers to handle read-based tasks. Read-base tasks are analyzed with a neural network to learn and predict the amount of resources that tasks will utilize. Tasks are assigned to a database server based on the predicted utilization of the incoming task and the predicted and observed resource utilization on each database server. The predicted resource utilization may be updated over time as the number of records, lookups, images, PDFs, fields, BLOBs and width of fields in the database change over time.",2012-05-22,8185909,Predictive database resource utilization and load balancing using neural network model
"A method of predicting failures of data storage devices in a data storage network. In predicting failures, birth and/or health records of data storage devices in the data storage network are requested. The records are then scaled and thresholded and processed using a probabilistic neural network to classify the data storage devices. Based on the classification, an action is taken to improve the reliability and availability of the data storage network.",2005-09-20,6948102,Predictive failure analysis for storage networks
"A data processing system and method for selecting securities and constructing an investment portfolio is based on a set of artificial neural networks which are designed to model and track the performance of each security in a given capital market and output a parameter which is related to the expected risk adjusted return for the security. Each artificial neural network is trained using a number of fundamental and price and volume history input parameters about the security and the underlying index. The system combines the expected return/appreciation potential data for each security via an optimization process to construct an investment portfolio which satisfies predetermined aggregate statistics. The data processing system receives input from the capital market and periodically evaluates the performance of the investment portfolio, rebalancing it whenever necessary to correct performance degradations.",1998-06-02,5761442,Predictive neural network means and method for selecting a portfolio of securities wherein each network has been trained using data relating to a corresponding security
"An A pattern recognition subsystem responds to an A feature representation input to select A-category-representation and predict a B-category-representation and its associated B feature representation input. During learning trials, a predicted B-category-representation is compared to that obtained through a B pattern recognition subsystem. With mismatch, a vigilance parameter of the A-pattern-recognition subsystem is increased to cause reset of the first-category-representation selection. Inputs to the pattern recognition subsystems may be preprocessed to complement code the inputs.",1993-05-25,5214715,Predictive self-organizing neural network
"Surfacing relevant and predictively trending digital entities to a user in a content feed is provided. Aspects of a predictive trending system use one or more predictive models, such as neural networks or regression models, to generate predictive trending scores of digital entities (e.g., documents, people, electronic communications, meetings, locations, digital images, digital videos, digital audio, etc.) based on historical scores and context. By taking into account trends and context, the predictive trending system calculates future trending scores of digital entities, and determines which digital entities are both relevant to a given user and likely to be trending around the user and the people in the user's network in the future. The predictive trending system curates the digital entities determined to be relevant and predicted to be trending around the user, and presents the digital entities in a content feed.",2018-05-29,9984330,Predictive trending of digital entities
